"Gene","Importance"
"group_7898",43.9010899786611
"group_2648",39.1200620959252
"group_5031",18.1172547400387
"yjjP_3",18.0561100535503
"cwlD",7.30133515392722
"group_11046",4.46268425433823
"(Intercept)",3.33960489708459
